YEAR,MONTH,DATE,TIME,LOCATION,TEMP_CURRENT,HEAT_INDEX,TEMP_MAX,TEMP_MIN,HUMIDITY,DAILY_PRECIP_PROB,WIND_SPEED(MPH)2024,03,13,22:38,Ottawa,276.89,273.71,282.71,273.64,70,0,3.6
2024,03,13,22:44,Ottawa,276.8,273.6,282.71,273.64,70,0,3.6
2024,03,13,22:46,Ottawa,276.73,273.52,282.71,273.64,70,0,3.6
2024,03,13,22:49,Ottawa,276.73,273.52,282.71,273.64,70,0,3.6
2024,03,13,22:50,Ottawa,276.72,273.51,282.71,273.64,70,0,3.6
2024,03,13,22:57,Ottawa,276.69,273.47,282.71,273.64,71,0,3.6
2024,03,13,23:08,Ottawa,276.57,273.32,282.71,273.64,71,0,3.6
2024,03,13,23:10,Ottawa,3.42,0.17,9.56,0.49,71,0,3.6
2024,03,13,23:20,Ottawa,3.16,-0.47,9.56,0.49,71,0,4.12
2024,03,13,23:31,Ottawa,2.99,-0.68,9.56,0.49,71,0,4.12
2024,03,13,23:42,Ottawa,2.99,-0.68,9.56,0.49,71,0,4.12
2024,03,13,23:52,Ottawa,2.8,-0.92,9.56,0.49,71,0,4.12
2024,03,14,00:03,Ottawa,2.82,-0.89,10.81,2.03,71,0.18,4.12
2024,03,14,00:13,Ottawa,2.8,2.8,10.81,2.03,70,0.18,0.89
2024,03,14,07:57,Ottawa,-0.82,-0.82,11.86,-0.82,84,0.22,0
2024,03,14,08:07,Ottawa,0.82,-1.58,11.86,0.82,83,0.22,2.07
2024,03,14,08:18,Ottawa,0.07,-2.45,11.86,0.07,87,0.22,2.06
2024,03,14,08:28,Ottawa,0.12,-2.39,11.86,0.12,86,0.22,2.06
2024,03,14,08:39,Ottawa,-0.03,-2.56,11.86,-0.03,86,0.22,2.06
2024,03,14,08:49,Ottawa,0.84,-1.55,11.86,0.84,84,0.22,2.06
2024,03,14,09:00,Ottawa,1.49,-0.79,11.71,1.49,82,0.12,2.06
2024,03,14,09:10,Ottawa,2.93,2.93,11.86,2.8,77,0.22,0.45
2024,03,14,09:21,Ottawa,3,0.03,11.39,2.71,77,0.46,3.09
2024,03,14,09:31,Ottawa,3.89,1.1,11.39,2.79,74,0.46,3.09
2024,03,14,09:42,Ottawa,4.17,1.44,11.39,2.79,70,0.46,3.09
2024,03,14,09:53,Ottawa,4.41,1.73,11.39,2.79,70,0.46,3.09
2024,03,14,10:03,Ottawa,4.98,2.42,11.39,2.79,68,0.46,3.09
2024,03,14,10:14,Ottawa,5.58,3.53,11.39,2.79,64,0.46,2.57
2024,03,14,10:24,Ottawa,5.87,3.87,11.39,2.79,62,0.46,2.57
2024,03,14,10:35,Ottawa,6.22,4.29,11.39,2.51,60,0.46,2.57
2024,03,14,10:45,Ottawa,6.8,4.98,11.11,2.51,58,0.32,2.57
2024,03,14,10:56,Ottawa,6.91,5.11,11.39,2.51,60,0.46,2.57
2024,03,14,11:06,Ottawa,7.66,7.18,11.39,2.51,58,0.46,1.34
2024,03,14,11:17,Ottawa,8.28,8.28,11.39,2.51,54,0.46,0.45
2024,03,14,11:27,Ottawa,8.32,6.44,11.38,2.5,54,0.46,3.09
2024,03,14,11:38,Ottawa,8.85,7.08,11.09,2.28,51,0.46,3.09
2024,03,14,11:48,Ottawa,9.14,7.43,11.09,2.28,50,0.46,3.09
2024,03,14,11:59,Ottawa,9.51,7.87,11.09,2.28,49,0.46,3.09
2024,03,14,12:10,Ottawa,10.3,8.64,11.17,2.28,48,0.46,0.45
2024,03,14,12:20,Ottawa,10.49,8.8,11.21,2.28,46,0.46,1.54
2024,03,14,12:31,Ottawa,10.93,9.31,11.21,2.28,47,0.46,2.21
2024,03,14,12:41,Ottawa,11.07,9.43,11.26,2.28,46,0.46,1.54
2024,03,14,12:52,Ottawa,10.96,9.36,11.22,2.28,48,0.46,1.54
2024,03,14,13:02,Ottawa,11.25,9.66,11.33,2.28,47,0.46,1.54
2024,03,14,13:13,Ottawa,11.58,10.02,11.58,2.33,47,0.32,0.89
2024,03,14,13:23,Ottawa,11.93,10.38,11.93,2.28,46,0.46,2.57
2024,03,14,14:31,Ottawa,12.8,11.28,12.8,2.28,44,0.46,2.57
2024,03,14,14:33,Ottawa,12.8,11.28,12.8,2.28,44,0.46,2.57
2024,03,14,14:43,Ottawa,12.88,11.37,12.88,2.28,44,0.46,2.57
